Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
The Westin Lima Hotel & Convention Center,rn157008805,Lima,Peru,Begglo,5,1,08/04/2013,"Comodidad y buena atencion Decidimos pasar el ultimo fin de semana en el hotel, aprovechando que fuimos invitados a un matrimonio y en verdad la pasamos mejor de lo que esperamos, desde el ingreso el personal es sumamente amable, las instalaciones son de una decoracion elegante y sobria, la piscina es extraordinaria. Mi novia quedo encantada con la atencion en la peluqueria del spa..   "
The Westin Lima Hotel & Convention Center,rn156643484,Santiago,Chile,Oscar G,5,1,04/04/2013,"Hotel Westin de Lima, Peru. Estuve hace poco en el Hotel Westin de Lima, Peru. Extraordinario. Lujoso y comodo. Los restaurantes muy buenos y el personal muy amable y atento. Lo recomiendo 100%. Ademas la ubicacion muy central y en un barrio tranquilo. Me gusto mucho "
The Westin Lima Hotel & Convention Center,rn156402283,Lima,Peru,VeroMC1509,5,1,02/04/2013,"El spa es espectacular He tenido la oportunidad de ir en varias oportunidades al Heavenly Spa del Westin, me encanta tomar el paquete de circuito de agua con masaje realmente relajante, al finalizar la sesion te llevan a ver el cielo estrellado y te invitan un te con chocolates, la atencion es de primera. Definitivamente volveria a ir. "
The Westin Lima Hotel & Convention Center,rn155617058,Madrid,España,JosebaRecalde,4,1,25/03/2013,"Comodo y moderno Hotel Bien situado, con unas magnificas habitaciones, buen Spa, gimnasio y una piscina. El personal del hotel es muy amable y competente. Si tuviera que mejorar algo seria el desayuno, es bueno, pero no llama la atencion. Yo recomendaria habitaciones altas ya que ganas en vistas y te alejas del ruido de la calle. Yo tuve la mala fortuna de..   "
The Westin Lima Hotel & Convention Center,rn155565591,Lima,Peru,DanielaTra,5,1,24/03/2013,"Mi cumpleaños Estuvimos en el westin en febrero celebrando mi cumpleaños, como era una sorpresa para mi no estuve al tanto de las reservas y mi esposo no es de los que hace mayores planes. Por mas que no teniamos reserva pudimos utilizar el circuito de aguas y el spa esa misma noche. Todo estuvo perfecto y relajante. Lo recomiendo mil veces..   "
The Westin Lima Hotel & Convention Center,rn155553265,Lima,Peru,CELYUX,4,1,24/03/2013,"Es uno de los edificios mas altos de Lima, elegante, sofisticado. Mas para viajeros de negocios El hotel es precioso. Estuve en diversos bares tambien. El Oh Bar tiene linda vista, es tipo Lounge, se puede comer sushi, sin embargo la atencion de las azafatas muy mala, ademas luego de que comimos, pedimos que nos trajeran algo para picar y resulta que no tenian nada mas para picar en un bar donde se supone que..   "
The Westin Lima Hotel & Convention Center,rn155270685,Buenos Aires,Argentina,Ariel K,5,1,21/03/2013,"Espectacular Viaje por un evento y realmente no he visitado ni me he alojado en hoteles mucho mejores que este. Ubicado en San Isidro tiene habitaciones increibles, espaciosas con un baño espectacular.. La atencion es rapida y de excelencia. Muy buen bar y buenisima la comida que sirven. Volveria sin dudar. "
The Westin Lima Hotel & Convention Center,rn154876339,,,matonitaroman,5,1,17/03/2013,Excelente! Es un hotel excelente para los viajeros de negocios. Es muy moderno y elegante. Su limpieza y servicio son inmejorables. Lo malo es que su ubicacion no es muy turistica y su restaurante esta muy amontonado. 
The Westin Lima Hotel & Convention Center,rn154287205,La Molina,Peru,Angelita P,5,1,11/03/2013,"Muy bueno Una excelente opcion para relajarse y poder descansar si viajas a la ciudad de Lima. Sin restar a ello la atencion del personal, que son muy dedicados y atentos a las necesidades del huesped. Mi habitacion contaba con una pequeña sal de star, walking closet, un dormitorio super amplio con una gran vista. Y ni que decir del baño, limpio..   "
The Westin Lima Hotel & Convention Center,rn153737659,,,KINECOP,4,1,04/03/2013,"Excelente, no obstante por el precio carece de servicios. Muy buen Hotel, de una de las mejores cadenas hoteleras a nivel mundial, no obstante por su precio carece de un servicio casi indispensable en estos tiempos (wifi gratuito). Cancele el wifi en la habitacion, pero tampoco me aseguraba la calidad de este. Ademas justo ese dia hubo un corte de energia y personas quedaron atrapados en el ascensor alrededor..   "
The Westin Lima Hotel & Convention Center,rn151229479,Lima,Peru,RODOLFO_SNDOVAL457,5,1,02/02/2013,"QUE SORPRESA No sabia que este hotel era de tremenda magnitud, por supuesto que lo conocia por referencias y por alguna reunion eventual, pero, no es lo mismo que pasar solo una noche en tremendo y majestuoso paraiso, y creo atreverme a que es superior a otro que siempre se a pensado que es el mejor, craso error, aca desde que uno desciendo del automovil, para empezar la..   "
The Westin Lima Hotel & Convention Center,rn150850427,estado de Nueva York,USA,Tom T,5,1,28/01/2013,Lima's top El edificio mas alto de Lima (asi me dijeron) con 30 pisos y estabamos en el 29. El precio fue alrededor de s. /1200. Muy caro para estos pagos pero todo fue una experiencia muy agradable. El servicio es adecuado para ese nivel. El personal fue muy cordial y atento. No habia mucha gente lo cual era bueno cuando usamos la..   
The Westin Lima Hotel & Convention Center,rn150427737,Buenos Aires,Argentina,Gaby121965,5,1,23/01/2013,"Excelente Precioso hotel, la decoracion, las camas, la calidad de los prodyctos del baño y la atencion de todo su personal. Muy bueno el pisco bar del lobby! La piscina tambien muy linda, un lugar ambientado para el relax. Tiene buenos locales, con productos de calidad. "
The Westin Lima Hotel & Convention Center,rn150237104,Bogota,Colombia,Cmmoreno,4,1,21/01/2013,"De lujo Es un excelente hotel ubicado en la zona de San Isidro, con un excelente servicio, las habitaciones muy amplias y muy bien dotadas y el bar del primer piso espectacular. Los restaurantes tienen gran variedad de platos peruanos como internacionales "
The Westin Lima Hotel & Convention Center,rn150215599,Lima,Peru,CNC82,5,1,21/01/2013,"Lo Maximo Es tercera vez que me hospedo en el hotel, pero la verdad que nunca he tenido tiempo para escribir un comentario acerca de mis estadias. Cada una de ellas ha resultado excelente. Si bien los precios son un poco elevados en terminos de las comidas, el spa y el Wifi, el hotel cuenta con un servicio excelente y unos acabados..   "
The Westin Lima Hotel & Convention Center,rn149355813,Lima,Peru,RenatoCO,5,1,10/01/2013,"westin el 31 de diciembre Excelente Hotel, excelente servicio, todo esta pensado para que te sientas comodo, fui con mi esposa e hijos a pasar la noche de año nuevo y ver los fuegos artificiales, fue espectacular. El desayuno es muy bueno, bien servido y sobre todo tiene muy buena atencion de su personal. "
The Westin Lima Hotel & Convention Center,rn148268195,Miguel Hidalgo,Mexico,Gerardo L,5,1,29/12/2012,"Westin Lima excelente hotel de clase mundial Me aloje cuatro noches en este hotel a mi llegada a Lima. El barrio de San Isidro es de negocios principalmente pero no esta lejos de Miraflores o Barranco. El hotel es practicamente nuevo, me dieron una junior suite por ser SPG Platino y me incluyeron el desayuno en el club lounge. La habitacion es perfecta, solo recomendaria pedir una..   "
The Westin Lima Hotel & Convention Center,rn147552340,Lima,Peru,Paladarfino,5,1,16/12/2012,"El mejor hotel de Lima Aprovechamos los paquetes de fin de semana para conocer el hotel y darnos una escapada de la rutina. Lo pasamos de maravilla, las habitaciones estan llenas de detalles y confort. El restaurante Maras aunque un poco caro, muy bueno tanto en la comida como en la atencion. Por lo que respecta al Market 770, me parecio bueno pero nada especial. "
The Westin Lima Hotel & Convention Center,rn146590377,GUAYAQUIL,Ecuador,AQUEZADA47,5,1,01/12/2012,"WESTIN EN SAN ISIDRO LIMA PERU Es un hotel nuevo, algo mas de un año de que esta en funcionamiento. Excelente atencion, los cuartos son muy comodos y confortables, con una buena vista de esta parte de la ciudad. Tiene una muy buena localizacion, cercana a los centros comerciales y turisticos de Lima. Y esta en un gran polo de desarrollo urbano. Vale la pena alojarse en..   "
The Westin Lima Hotel & Convention Center,rn146143645,Lima,Peru,Ruritza,5,1,25/11/2012,"MARKET 770 TIENEN QUE IR Les comparto mi experiencia de haber ido 3 veces y hoy regresare para el brunch (12. 30pm a 4pm) llevando a mi mami y mi hermana, es maravilloso. La atencion es tan personalizada lo cual es dificil de encontrar y te hace sentir muyyyy bien y muy especial. La variedad para el brunch o para la hora del te, es deliciosa..   "
The Westin Lima Hotel & Convention Center,rn144839294,Madrid,España,emmastockh,5,1,07/11/2012,"Excelente local Me encanto el Westin de Lima: ambiente, decoracion, atencion con clase. Nuestra habitacion era muy buena, espaciosa. La calidad del desayuno estupenda tambien, al igual que las copas y la comida. Personal muy cualificado y atento. "
The Westin Lima Hotel & Convention Center,rn144488069,,,KarlishSP,4,1,04/11/2012,"Precioso lugar, el servicio no tan bueno! Aunque el lugar esta decorado espectacularmente y lindisimo, el servicio no fue el mejor, no pudieron cumplir con un desayuno continental a tiempo para irnos al aeropuerto, (ni un vaso de agua) la gente de la recepcion fueron no, no se puede, no pudimos, nada! Es frustrante que en una cadena de esta magnitud, nadie pueda preparar un cafe a..   "
The Westin Lima Hotel & Convention Center,rn143537352,Buenos Aires,Argentina,Cecicastro,5,1,23/10/2012,"Excelente hotel y excelente Atencion Excelente hotel, nuevo y con excelentes instalaciones. -Por suerte comienzan a ver nuevos hoteles para hospedarse en Lima, y este es de excelente categoria. Los dos restaurantes del hotel son excelentes. La gente espectacular. -MB gimnasio y con excelente atencion. -Muy recomendable! "
The Westin Lima Hotel & Convention Center,rn143469676,mendoza,Argentina,Rulomendocino,4,1,22/10/2012,"de lo mejor de lima Estuve por negocios, el hotel es muy lindo, las habitaciones muy comodas y el gimnasio esta muy bien puesto. En el lobby hay un bar muy bueno y como a las 20. 00 hs siempe hay algun grupo tocando musica. Los jueves es el dia de bienvenida al huesped y te invitan con pisco y unas entradas muy ricas. El spa..   "
The Westin Lima Hotel & Convention Center,rn141586915,Buenos Aires,Argentina,Agilito,4,1,29/09/2012,"Excelente Hotel Estuve por negocios, excelente hotel, las habitaciones, el lobby, todo muy bueno. La comida excelente, cena y el desayuno muy buenos, muy completa la carta, incluyendo gran variedad de mariscos y frutos de mar. El unico comentario fue que tuvimos que hacer cola para acceder al restaurante en el desayuno, al parece no daba abasto el lugar para la cantidad..   "
The Westin Lima Hotel & Convention Center,rn140362098,Lima,Peru,silviags,5,1,15/09/2012,"Hotel nuevo y moderno en Lima Hotel en la zona ejecutiva de Lima, el edificio mas alto de la ciudad. Nos alojamos por un fin de semana en la Suite Executive, que te da derecho al lounge executive, no incluye desayuno, ni conexion a internet (US$12) Pros: camas heavenly bed tamaño king, muy comodo tanto el colchon como las almohadas, habitacion super amplia con una zona..   "
The Westin Lima Hotel & Convention Center,rn139839825,Caracas,Venezuela,Luash2001,5,1,09/09/2012,"Excelente Hotel He estado esta semana para realizar la ruta gastronomica de Lima y asistir al Juego de football entre Peru y Venezuela. Nos hospedamos en este hotel y nos ha paracedido excelente, sobre todo las espaciosas y reconfortantes habitaciones. Closet Super amplio, baño espectacular y Super bien distribuido. Recomiendo tomar las habitaciones de esquina ya que son mas amplias. El Rest...   "
The Westin Lima Hotel & Convention Center,rn139203443,Barcelona,España,luisito1955,5,1,02/09/2012,"Gran hotel y excelentes colaboradores el hotel esta bien situado en San isidro, las habitaciones son nuevas e impecables, el personal es muy profesional y atento, nada de colas, siempre soluciones a todo lo solicitado y un estandar Westin perfecto, la piscina, spa y fitness son magnificos, buena atencion en el restaurante y desayuno, carta muy completa de tragos en los dos bares, y la..   "
The Westin Lima Hotel & Convention Center,rn138986906,Ciudad de Guatemala,Guatemala,Claudia S,5,1,31/08/2012,Excelente Hotel Me hospede por negocios. Las habitaciones son modernas y muy comodas. Realmente es el hotel mas bonito de Lima. El servicio tambien es muy bueno y la gente esta pendiente de cualquier detalle. No dejen de visitar el SPA. Por error olvide mi camara en la habitacion y el trato de la gente de seguridad para entregarla fue impecable. 
The Westin Lima Hotel & Convention Center,rn138220482,Bogota,Colombia,LuisAnaya,5,1,24/08/2012,"El mejor hotel de Lima! Por largo, el mejor hotel actualmente en Lima. Las habitaciones muy modernas y comodas, la comodidad y confort de las camas, la abnegada atencion de todo su personal hacen de este hotel el mejor de Lima. Sigan asi! "
The Westin Lima Hotel & Convention Center,rn137024109,Formosa,Argentina,latactica,5,1,12/08/2012,"Excelencia Estuve en el westin en el centro de convenciones. Ubicacion perfecta en el centro financiero de San isidro, cerca de miraflores y cerca del centro historico. Excelente atencion, ambiente acorde al nivel, detalles de excelencia. Moderno y con estilo. 10 puntos "
The Westin Lima Hotel & Convention Center,rn136490551,Lima,Peru,Karla V,5,1,07/08/2012,"Spa Maravilloso He tenido la oportunidad de ir al Spa del Hotel, al centro de convenciones y todas las veces que asisti me lleve una buena experiencia, sobretodo con el servicio del Spa, es super completo y altamente recomendable. El personal es de un trato muy bueno, se siente la calidez y el gusto que sienten de trabajar ahi. "
The Westin Lima Hotel & Convention Center,rn136465166,Caracas,Venezuela,JBONGIOVANNIKAISER,4,1,07/08/2012,"MUY BUEN HOTEL Ultramoderno, limpio, buen servicio. Ascensores rapidos. Las habitaciones son muy comodas y bien equipadas, con un excelente baño. El desayuno buffet muy completo y con rapida reposicion, aun estando lleno. Lo unico que no me agrado es que me pidieran, por escrito, la propina en el desayuno. Como reclame el hecho, al siguiente dia no me trajeron la factura por..   "
The Westin Lima Hotel & Convention Center,rn135451417,Santiago,Chile,MarioAndresAguirre,5,1,26/07/2012,"Modernismo al maximo Encanta con su amplio lobby y su decoracion moderna y minimalista. Las habitaciones son amplias, bien iluminadas y con una excelente vista de la ciudad. Del servicio ni siquiera hay que hablar, cumple con excedentes el nivel Westin. La ubicacion es muy buena, ya que queda cerca del centro historico, del barrio Miraflores, centros comerciales y de los mejores restaurantes..   "
The Westin Lima Hotel & Convention Center,rn134612309,Manaus,Brasil,Daisy Vicky Z,5,1,17/07/2012,"Westin Hotel bien ubicado en el centro comercial y financiero de San Isidro. Es uno de los mas completos, poseedor de un gran centro de convenciones como ningun otro, moderno, direccionado a turistas que vienen a negocios y a personas de gran poder aquisitivo. "
The Westin Lima Hotel & Convention Center,rn134039274,Lima,Peru,geraldine s,5,1,10/07/2012,Hotel westin El hotel westin es uno de los hoteles mas modernos lo cual es porque ha sido creado ace muy poco tiempo 
The Westin Lima Hotel & Convention Center,rn132591177,Santander,España,Sameiga,5,1,23/06/2012,"Fantastico hotel de negocios Ha sido toda una sorpresa conocer este hotel, la decoracion es muy bonita, la amplitud de sus intalaciones y habitaciones hace que resulten super comodas. Al ser un hotel tan nuevo han pensado en todos los detalles, desde el servico de las salas de reuniones, pasando por la comodidad en las mesas de trabajo de las habitaciones y terminando en..   "
The Westin Lima Hotel & Convention Center,rn131664142,Lima,Peru,Paladarfino,5,1,10/06/2012,"Un hotel de lujo en el que se cuidan todos los detalles Este es uno de los mejores hoteles de Lima, se ve que la decoracion de las areas comunes y de los cuartos la cuidaron al milimetro ya que tiene detalles espectaculares. Cuenta con un excelente restaurant llamado Maras en el cual ademas de comer muy bien, cuenta con personal muy atento y cordial. Respecto al precio, puede resultar un poco..   "
The Westin Lima Hotel & Convention Center,rn131644320,Lima,Peru,revillajose22,5,1,09/06/2012,"El mejor Hotel de Lima.. Moderno hotel para viajeros especialmente por trabajo aunque tambien es valido para turismo en Lima de personas que busquen las mejores instalaciones y servicios que uno puede encontrar en un hotel de primera categoria. Desde el desayuno y un restaurant de primera, el Spa que es simplemente espectacular y la comodidad de una habitacion que tiene todo lo necesario. La..   "
The Westin Lima Hotel & Convention Center,rn131320172,Maracaibo,Venezuela,FrancoMaracaibo,4,1,04/06/2012,"Espectacular Hotel! El hotel es expectacular! Las habitaciones; con sus camas y baños de primera, el lobby es fabuloso y el desayuno es muy bueno y variado. Solo la ubicacion me parece el unico punto desfavorable, por no estar en una zona para poder salir a camirar. Altamente recomendable "
The Westin Lima Hotel & Convention Center,rn130575763,Lima,Peru,Carolina P,5,1,25/05/2012,"Todo detalle importa En el Westin la experiencia no es unica, es sublime. Pareciera que cada detalle fue pensado para hacer la estadia totalmente placentera e inolvidable. Desde la comida, exquisita y saludable, hasta la maravillosa comodidad de las camas, sin dejar de lado el ambiente, el lugar esta decorado con gusto y sofisticacion. Sin embargo lo que mas recuerdo es la cordialidad..   "
The Westin Lima Hotel & Convention Center,rn130495886,capital,,sol73,4,1,23/05/2012,"MUY BUEN HOTEL Buen hotel 5 estrellas, excelente ubicacion con un entorno bello. La habitacion y sus instalaciones son excelentes y el personal muy amable. Una critica a destacar es que es una lastima que cobren por el servicio de internet en la habitacion, con la tarifa que tienen, es realmente inadmisible y de mal gusto. Mi critica es constructiva en pos de que un tan buen hotel, brinde..   "
The Westin Lima Hotel & Convention Center,rn127099799,Santiago,Chile,Felipe2008,5,1,01/04/2012,"Hotel lujoso, amigable, impecable Estuve este fin de semana por Primera vez en Lima. Un grupo de amigos decidimos ir a un tour gastronomico. El Westin fue el hotel de eleccion para dormir. Es un hotel muy moderno, muy amigable. Las piezas son extraordinarias, de gran tamaño, con una cama buenisima. El baño parece y esta ambientado como un spa, e integrado..   "
The Westin Lima Hotel & Convention Center,rn126331370,Lima,Peru,Antonio W,5,1,19/03/2012,"De primera! La habitacion de primera, el gimnasio de ultima generacion, la comida reconfortante y los bares acogedores, pero lo mejor de todo, la tripulacion: muy amables y profesionales todos. Se excedio mies expectativas. Regreso pronto! "
The Westin Lima Hotel & Convention Center,rn124910169,Lima,Peru,alicialima,3,0,20/02/2012,"Demasiado EJECUTIVO El Westin de Lima, es un hotel con un ingreso impresionante y un bar hermoso (2do piso), tambien tiene un buen restaurante solo bueno, nada maravilloso, con un bar al aire libre muy simpatico. El servicio es bueno aunque no me gusto cuando no quisimos aceptar el menu sugerido y como a manera de desanimarnos nos dijo que si pediamos..   "
The Westin Lima Hotel & Convention Center,rn124638095,Lima,Peru,viajeroperuano,5,1,15/02/2012,"Excelentes Habitaciones, inmejorable Spa Tuve la suerte de pasar el Año Nuevo con mi familia y disfrutar de este hotel. Las habitaciones amplias, comodas y excelentes baños, no decepciono en lo absoluto las expectativas. Ni que decir de la maravillosa vista de la ciudad desde cada habitacion. El Spa inmejorable, cada uno de los servicios recibidos estuvieron excelentes, solo tuve la experiencia que se..   "
The Westin Lima Hotel & Convention Center,rn123820126,,,Darayher,5,1,29/01/2012,"Moderno, elegante y excelente servicio Me hospede en el Westin Lima con mi esposa para celebrar mi cumpleaños y quedamos encantados! Desde la llegada al hotel todo el personal muy amable. Los botones, en la recepcion (aunque el proceso de check in y out podria ser mas corto) respondieron a todas nuestras dudas con seguridad y eficiencia. Si bien en general todos los empleados del..   "
The Westin Lima Hotel & Convention Center,rn122383419,Lima,Peru,OdQ,5,1,01/01/2012,"Excelente Año Nuevo Mi familia y yo pasamos Año Nuevo en el Westin Lima. La habitacion estupenda, con una hermosa vista a San Isidro, lo que nos permitio ver los fuegos artificiales de la noche en San Isidro, San Borja y Miraflores.. La cama muy comoda, aunque las almohadas no lo son tanto. El baño muy bien equipado y amplio, con una tina muy..   "
The Westin Lima Hotel & Convention Center,rn121852802,Santiago,Chile,John Edward J,5,1,18/12/2011,"Una experiencia excelente para mi primer viaje a Peru Lima es una ciudad grande y llegue tarde de noche para un negocio que se encuentra en el Westin. Me quede en el Westin para tres noches. El personal era excelente, provechoso y amistoso. El alimento era excelente. El restaurante, la barra, la spa, y la gimnasia faciilities eran excelentes. La facturacion de y comprueba era lento y laborioso. Escribi..   "
The Westin Lima Hotel & Convention Center,rn121178487,Bogota,Colombia,Liliana0225,5,1,28/11/2011,"Excelente! siendo la primera vez en Lima todo fue excelente desde el hotel, servicio, instalaciones, calidad.. la verdad esta experiencia fue inolvidable, gracias al hotel Westin. "
The Westin Lima Hotel & Convention Center,rn121116439,Madrid,España,jOHAM_R,5,1,28/11/2011,"Alto Standing y muy moderno La zona de recepcion amplia aunque revirada, el llegar hasta los ascensores pasando por la tienda hace que haya un pequeño lio para llegar y los ascensores tienes que pasar la tarjeta de la habitacion para poder pulsar la planta a la que vas, si no estas habil, ya estas en la planta 8 y aun no has pulsado la..   "
The Westin Lima Hotel & Convention Center,rn120943416,,,Riposla,4,1,22/11/2011,"Lujo y Calidad Excelente opcion para negocios. Muy buena ubicacion en el centro financiero de Lima. Buenas habitaciones y excelente servicio sobre todo el concierge. Solo para criticar el excesivo precio de los taxis contratados en el hotel, si bien se trata de autos Premium (Audi y Mercedes) no justifica que cueste 4 veces que un taxi de otros hoteles. El resto Excelente. "
The Westin Lima Hotel & Convention Center,rn120859027,Santiago,Chile,Nico001,5,1,21/11/2011,"Excelente hotel Fue mi primer viaje a Lima, me aloje en The Westin. Un hotel de primerisimo nivel. Una espectacular habitacion en el piso 16 (tiene 30 pisos, lo que lo convierte en el edificio mas alto de la ciudad) con una vista extraordinaria. Desayuno muy completo y con una atencion a toda prueba. Recomendable 100%, "
The Westin Lima Hotel & Convention Center,rn120677446,Lima,Peru,rhanzar,5,1,16/11/2011,"Excelencia en todo sentido excelentes instalaciones, habitaciones y servicio en todas las areas del hotel. "
The Westin Lima Hotel & Convention Center,rn120115607,Barranquilla,Colombia,Roberto G,5,1,03/11/2011,"FUERA DE SERIE!, Estuve en el hotel del 28 al 31 de octubre/2011 y en mi calidad de agente de viaje para hacer una inspeccion del mismo y sus instalacciones y solo puedo resumir en una frase: FUERA DE SERIE!, un hotel maravillosamente espectacular, una atencion inigualable, una muy buena ubicacion. La habitacion es comoda y amplia y el baño es ampliamente comodo..   "
The Westin Lima Hotel & Convention Center,rn119538332,Lima,Peru,Kibru,3,0,20/10/2011,"Mercado 770 El hotel es impresionante, pero la oveja negra es el 770, es un lugar demasiado estrecho y por lo tanto incomodo para desplazarse, el tea time que ofrecen es muy caro, los platillos son malisimos e inclusive la reposicion de los mismos es demasiado lenta, y que decir de los emparedados, utilizan unos panecillos demasiado grandes, los fiambres y quesos..   "
The Westin Lima Hotel & Convention Center,rn119463161,Fort Lauderdale,USA,Desiel P,5,1,18/10/2011,"Descripcion del Hotel: Increible, sensacional, excelente, espectacular, mejor imposible Mi opinion es que es la mejor atencion que he recibido en un hotel en mis 30 años de viajes constantes. Visite todas las instalaciones. MI estadia duro 5 inolvidables dias. Fui a participar y como miembro organizador de un evento en su Convention Center, pero no pude menos que disfrutar al maximo, cada una de las instalaciones del hotel...   "
The Westin Lima Hotel & Convention Center,rn119455638,Maracaibo,Venezuela,Roman S,5,1,18/10/2011,"Excelencia en la Calidad Mi visita, al igual que en otras locaciones, ha sido por cuestiones de trabajo, lo que me permitio compartir buena parte del tiempo en las instalaciones. En poco tiempo, me propuse como reto buscar el mas minimo defecto. Pues les comento que en toda la semana no existio forma ni manera de encontrar ese pero que he percibido en..   "
The Westin Lima Hotel & Convention Center,rn119397066,Lima,Peru,rhanza,5,1,17/10/2011,"EXPERIENCIA ESPECTACULAR Todo de primera, las instalaciones de areas comunes, habitacion totalmente equipada y finamente amoblada. Disfrute de todos los ambientes del hotel; restaurantes, salon ejecutivo, gimnasio y piscina. Todo espectacular con un servicio de primera. "
The Westin Lima Hotel & Convention Center,rn119332198,Lima,Peru,JMD1725,3,0,15/10/2011,"Sobre el In situ Bar No puedo opinar sobre el hotel en general, pero si sobre el In Situ Bar. Todo super bien, la atencion excelente, pero los cocteles no fueron lo que esperabamos. Parecian jugo, y el piqueo de spring rolls terrible, solo fueron 3 por un precio demasiado alto. Lo unico que puedo decir es, que si quieren ir a un bar, hay..   "
The Westin Lima Hotel & Convention Center,rn119151652,Lima,Peru,fc2121,2,0,10/10/2011,"Pesima Atencion Me hospede en este hotel hace dos semanas con mi esposa. Llegamos un viernes por la noche y la atencion fue pesima. Estuvimos en el bar ingles y se demoraron 15 minutos en tomarnos la orden y 20 mas en traer los tragos. Los cuartos estaban bien, como en cualquier hotel 5 estrellas. Con esta atencion, no pienso regresar ni..   "
The Westin Lima Hotel & Convention Center,rn119076304,Ciudad de Mexico,Mexico,Maria Antonieta R,5,1,08/10/2011,"Hermoso Hotel El hotel es nuevo, hermoso y con un diseño de interiores muy original, el servicio es EXCELENTE de todos y cada uno de sus empleados, la cama es una delicia! y la regadera tambien. Las habitaciones son super amplias, el baño y el vestidor. La comida en todos sus restaurantes es suculenta, ya quiero regresar a Lima... "
The Westin Lima Hotel & Convention Center,rn118785539,Caracas,Venezuela,Edgar R,5,1,30/09/2011,"Atencion de Primera en el Westin Lima Peru Quiero felicitar a TODO el personal del hotel Westin en Lima, por la calidad de atencion y la disposicion de hacer la estadia de trabajo una experiencia agradable. Durante las comida la atencion de Janina Sotelo, es de destarar, al entender la necesidad de las personas y sobre todo recordar los gustos o solicitudes anteriores, lo que demuestra un serio..   "
The Westin Lima Hotel & Convention Center,rn118779039,Lima,Peru,Susurfing,3,0,30/09/2011,"Servicio Si bien el hotel tiene buenas atenciones en ciertos aspectos, en otros no tanto, me hospede con mi novia de aniversario y cuando hice la reserva les hice el comentario, generalmente en otros hoteles de este tipo donde me he hospedado te reciben con una sorpresa algo simbolico haciendote saber que sabian de esta fecha especial en este hotel no..   "
The Westin Lima Hotel & Convention Center,rn118763864,,,Chema16,5,1,29/09/2011,Excelencia Excelente hotel nos sorprendio la calidad y limpieza de las habitaciones asi como la facilidad para acceder a ellas los ascensores sin rapidisimos y muy bonitos. Deberian usar esa marca (no recordamos el nombre) en todos los hotelesFelicidades y gracias por estos dias 
The Westin Lima Hotel & Convention Center,rn118132281,Ciudad de Guatemala,Guatemala,Claudette123,5,1,14/09/2011,"ESPECTACULAR! El hotel esta recien inaugurado: Abril 2011! esta en un Area de alto nivel. El servicio es muy bueno, sin lugar a dudas los estandares sobrepasan las expectativas. Las habitaciones son muy amplias y muy comodas. El baño tiene una tina de la cual no quieres salir! una ducha que tiene mucha presion de agua: deliciosa! la piscina climatizada realmente..   "
The Westin Lima Hotel & Convention Center,rn118022165,Asuncion,Paraguay,Monica T,5,1,12/09/2011,Estadia en el Westin de Lima Excelente en todo sentido! Tanto las facilidades del hotel como el personal. Mi esposo y yo nos alojamos 4 noches y la atencion que recibimos fue excelente. La mejor cama que haya probado hasta ahora! No daban ganas de levantarse. Buena ubicacion. Totalmente recomendable. 
The Westin Lima Hotel & Convention Center,rn117379199,Ica,Peru,Fabyponce,5,1,28/08/2011,"LO MAXIMOOOOOOOOOO Estuvimos solo 1 noche en el hotel, pero la pasamos GENIAL de entrada no mas se respira todo un ambiente de relax con la musica y el ambiente... es super, nos dieron un upgrade a una habitacion RELAX, ya que estuvimos por ahi por nuestro aniversario. La habitacion impecable y super relax.. la cama todo un sueño... no daba ganas de levantarse.. y..   "
Hotel Atton San Isidro,rn371599293,,,Christian P,5,1,09/05/2016,"excelente atencion, ambiente muy agradable ubicacion perfecta, servicios A1, relacion precio calidad excelente, personal muy amable, ambientes acogedores, amplios comodos y calidos, el hotel es muy acogedor y se pasa muy bien en familia, no hay ningun punto en contra. "
Hotel Atton San Isidro,rn371589819,Madrid,España,acl19782016,4,1,09/05/2016,"Inolvidable estancia en Lima Con un personal que mima el detalle cada dia (agradezco especialmente la atencion brindada por Victor, botones de recepcion) unos servicios impecables y una estrategica ubicacion en Lima, el hotel Atton San Isidro consigue ser la opcion mas idonea tanto para visitar Peru como para descansar tras un largo dia de trabajo. "
Hotel Atton San Isidro,rn371450878,Sevilla,España,54antoniojesusr,4,1,09/05/2016,"Excelente calidad a precio alto La calidad, servicio, instalaciones y amabilidad es excelente, la habitacion es amplia y comoda, muy limpio y con buena atencion del personal. El desayuno esta bastante bien, aunque la variedad es normal, sin nada especialmente distinto de otros buffets. El precio es bastante elevado, para el servicio y el entorno en Lima. "
Hotel Atton San Isidro,rn371307049,Santiago,Chile,cereco,5,1,08/05/2016,"Excelente relacion precio calidad Excelente habitacion y baño, comodos y de tamaño apropiado. WiFi funciona sin problema y con buena velocidad. Personal atento y con muy buena disposicion para entregar informacion y resolver requerimientos como reservas para comer y traslado al aeropuerto. Buena ubicacion, en un barrio seguro y tranquilo para salir de noche con oferta de bares y restaurantes. Los unicos detalles a..   "
Hotel Atton San Isidro,rn371286202,Santiago,Chile,Colin_Chile,5,1,08/05/2016,"Excelente La mezcla de modernidad, buen gusto decorativo, buen servicio y calidad en todas sus aristas, el Atton en Lima San Isidro, es una gran opcion para una experiencia 5 estrellas. Recomendable en un 100%. "
