"fromuserid","touserid","numbercalls","secondscalls"
"350057","350224","5","15"
"350112","350324","17","657"
"350169","350110","6","1543"
"350182","350221","9","2981"
"350015","350241","17","2825"
"350081","350146","1","1806"
"350115","350380","16","576"
"350154","350112","9","470"
"388018","350201","11","1507"
"350126","350228","16","2273"
"350071","350373","14","5052"
"350044","350374","14","908"
"350165","350217","10","1775"
"350032","350184","8","697"
"350055","350281","11","2892"
"350060","350019","10","481"
"350162","350163","7","1658"
"350111","350382","15","866"
"350133","350251","17","1256"
"350054","350354","12","610"
"350058","350054","20","1893"
"350009","350060","20","786"
"350153","350164","11","68"
"350041","350038","10","1621"
"350192","350189","18","2680"
"350062","350233","4","3526"
"350113","350027","12","1446"
"489312","350097","2","3599"
"350042","350179","14","3373"
"350150","350152","6","3222"
"350026","350118","16","1596"
"350091","350194","8","787"
"350195","350210","36","2810"
"350189","350202","4","2381"
"350080","350041","9","3244"
"350002","350264","19","2070"
"350052","350334","12","1174"
"350105","350103","18","2608"
"350134","350138","8","505"
"350137","350029","8","3469"
"350119","350118","13","3481"
"350159","350155","17","2980"
"350033","350036","18","3358"
"350021","350218","3","1887"
"350076","350145","16","2622"
"350046","350153","38","4099"
"350184","350183","9","3004"
"464386","350328","9","2698"
"350147","350020","5","1557"
"350094","350001","13","2183"
"350028","350286","26","1948"
"350168","350317","1","1959"
"350102","350279","15","2462"
"350146","350153","18","73"
"350187","350260","13","1308"
"350036","350190","10","2006"
"350194","350188","3","1288"
"433648","350381","4","920"
"350038","350377","4","513"
"350023","350015","19","2112"
"350022","350153","1","2815"
"350018","350360","12","266"
"350160","350172","5","3323"
"350025","350282","19","1870"
"350084","350075","4","1758"
"350086","350206","6","3249"
"350017","350126","19","573"
"350110","350152","8","668"
"350158","350151","13","679"
"397902","350094","18","1652"
"350143","350151","18","2074"
"350005","350110","5","290"
"350108","350010","9","2962"
"350116","350296","11","1033"
"350138","350076","17","2989"
"350030","350286","5","1846"
"350072","350206","16","5623"
"350167","350205","1","2616"
"350109","350205","7","779"
"350171","350370","20","3169"
"350019","350230","19","67"
"350063","350068","7","1364"
"350098","350184","8","2129"
"350011","350370","9","2563"
"350120","350149","1","855"
"350069","350036","20","2878"
"350186","350291","2","523"
"350177","350360","17","190"
"350082","350209","10","3299"
"350172","350396","2","2116"
"350139","350219","15","2035"
"350074","350269","2","401"
"350067","350366","13","1941"
"350107","350190","18","2696"
"350128","350225","19","547"
"350089","350366","3","3506"
"350170","350104","18","1391"
"350027","350213","13","32"
"350198","350127","5","2040"
"350140","350033","11","3320"
"350175","350127","15","1914"
"350106","350367","13","1184"
"350040","350161","1","314"
"350131","350135","6","2586"
"491615","350007","7","345"
"350124","350186","12","1931"
"350099","350053","8","1325"
"350085","350352","12","2537"
"350013","350001","16","953"
"350004","350348","14","1383"
"350035","350311","17","2419"
"350193","350077","14","2907"
"350185","350187","6","1119"
"350068","350174","14","901"
"576832","350373","14","1829"
"350173","350247","18","2990"
"350014","350381","11","1664"
"350136","350034","12","2456"
"350156","350161","19","3574"
"350148","350310","14","3126"
"350057","350009","16","3490"
"350112","350397","2","2606"
"350169","350164","18","559"
"350182","350227","5","1538"
"350015","350243","18","2052"
"350081","350027","17","254"
"350115","350242","4","1225"
"350154","350118","18","875"
"388018","350155","13","3007"
"350126","350231","2","1120"
"350071","350177","3","2490"
"350044","350376","5","2574"
"350165","350344","6","2749"
"350032","350185","8","2325"
"350055","350150","11","3162"
"350060","350069","20","1035"
"350162","350313","3","3237"
"350111","350005","18","1165"
"350133","350283","12","3310"
"350054","350085","8","3191"
"350058","350385","11","1132"
"350009","350368","15","1530"
"350153","350356","19","2140"
"350041","350292","13","1066"
"350192","350285","5","2030"
"350062","350245","10","1698"
"350113","350231","19","2053"
"489312","350205","43","4186"
"350042","350182","13","739"
"350150","350156","11","295"
"350026","350245","7","2324"
"350091","350217","8","1930"
"350195","350228","11","1612"
"350189","350206","13","4663"
"350080","350137","5","3297"
"350002","350280","19","1807"
"350052","350023","16","1547"
"350105","350249","7","2022"
"350134","350384","3","3404"
"350137","350048","2","622"
"350119","350172","10","1124"
"350159","350397","6","3226"
"350033","350032","4","3046"
"350021","350249","12","1913"
"350076","350154","4","2903"
"350046","350172","18","2890"
"350184","350083","12","809"
"464386","350055","6","1207"
"350147","350320","20","376"
"350094","350097","11","1157"
"350028","350029","9","1007"
"350168","350336","17","1198"
"350102","350106","4","406"
"350146","350154","6","1407"
"350187","350368","20","1547"
"350036","350193","11","592"
"350194","350004","18","2669"
"433648","350208","17","3414"
"350038","350258","1","1484"
"350023","350027","4","3189"
"350022","350158","14","1463"
"350018","350014","23","5458"
"350160","350173","20","2167"
"350025","350390","12","3390"
"350084","350267","18","1507"
"350086","350087","3","1559"
"350017","350222","4","682"
"350110","350159","3","2650"
"397902","350098","2","1486"
"350143","350152","5","3088"
"350005","350033","19","2655"
"350108","350041","4","3327"
"350116","350177","16","519"
"350138","350172","3","2457"
"350030","350017","16","2702"
"350072","350210","22","2612"
"350167","350355","9","3169"
"350109","350224","14","506"
"350171","350383","16","3521"
"350019","350195","8","2550"
"350063","350076","7","3536"
"350098","350149","15","1539"
"350011","350005","12","3513"
"350120","350151","9","2036"
"350069","350151","14","89"
"350186","350256","8","3505"
"350177","350049","1","2541"
"350082","350211","26","4978"
"350172","350169","18","1908"
"350139","350223","1","3594"
"350074","350272","9","2268"
"350067","350378","12","1345"
"350107","350209","14","4403"
"350128","350125","20","2267"
"350089","350151","11","884"
"350170","350254","19","3330"
"350027","350052","15","1859"
"350198","350165","13","1152"
"350140","350183","29","5555"
"350175","350085","7","1421"
"350106","491615","2","259"
"350040","350167","8","1696"
"350131","350346","7","703"
"491615","350295","7","1503"
"350124","350121","12","3074"
"350099","350245","20","2712"
"350085","350083","11","2281"
"350013","350193","18","2904"
"350004","350306","7","1283"
"350035","350096","19","3007"
"350193","350127","18","1040"
"350185","350379","12","3300"
"350068","350366","12","187"
"576832","350177","24","3831"
"350173","350062","15","2192"
"350014","350004","17","2240"
"350136","350245","18","2098"
"350156","350162","29","1621"
"350148","350137","22","1182"
"350057","350255","15","2240"
"350112","350086","7","132"
"350169","350356","14","2624"
"350182","350228","7","5047"
"350015","350248","12","1672"
"350081","350250","2","3097"
"350115","350015","18","302"
"350154","350120","9","3166"
"388018","350186","14","616"
"350126","350241","17","472"
"350071","350058","1","3256"
"350044","350387","8","1961"
"350165","350075","12","2693"
"350032","350192","4","3192"
"350055","350181","32","1799"
"350060","350123","13","195"
"350162","350332","12","679"
"350111","350155","12","2532"
"350133","350286","8","2424"
"350054","350235","3","2153"
"350058","350377","3","1772"
"350153","350045","15","706"
"350041","350077","15","2870"
"350192","350185","20","2489"
"350062","350060","15","3164"
"350113","350112","18","2335"
"489312","350301","2","2794"
"350042","350186","20","3022"
"350150","350260","18","1505"
"350026","350049","6","2362"
"350091","350225","17","2633"
"350195","350229","4","854"
"350189","350209","10","2227"
"350080","350060","13","1930"
"350002","350301","16","1396"
"350052","350215","10","768"
"350105","350107","1","2286"
"350134","350061","2","2643"
"350137","350133","17","3418"
"350119","350395","14","553"
"350159","350040","10","3596"
"350033","350028","16","3033"
"350021","350022","30","783"
"350076","350155","4","1400"
"350046","350181","6","534"
"350184","350156","16","878"
"464386","350013","2","3331"
"350147","350028","20","74"
"350094","350193","16","2447"
"350028","350294","17","3384"
"350168","350163","8","2163"
"350102","350256","9","2292"
"350146","350155","2","1004"
"350187","350141","12","3244"
"350036","350211","5","1836"
"350194","350196","3","424"
"433648","350400","6","759"
"350038","350331","5","1464"
"350023","350346","18","158"
"350022","350166","16","622"
"350018","350260","19","69"
"350160","350174","15","475"
"350025","350013","11","2501"
"350084","350244","5","351"
"350086","350233","2","140"
"350017","397902","4","646"
"350110","350160","2","295"
"397902","350105","3","1388"
"350143","350153","10","1469"
"350005","350375","2","2537"
"350108","350095","9","3235"
"350116","350369","15","1051"
"350138","350145","7","1544"
"350030","350113","22","2832"
"350072","350212","19","1467"
"350167","350182","13","770"
"350109","350105","6","308"
"350171","388018","11","1177"
"350019","350180","2","2424"
"350063","350318","18","1469"
"350098","397902","8","683"
"350011","350347","15","3117"
"350120","350163","20","3392"
"350069","350109","15","3585"
"350186","350341","18","2302"
"350177","350314","6","2650"
"350082","350213","17","97"
"350172","350223","12","3536"
"350139","350229","13","1900"
"350074","350276","14","3469"
"350067","350055","8","119"
"350107","350390","2","815"
"350128","350137","11","2074"
"350089","350205","14","1887"
"350170","350177","14","709"
"350027","350298","18","2575"
"350198","350004","4","1037"
"350140","350202","14","1321"
"350175","350104","16","2355"
"350106","350098","7","1767"
"350040","350169","26","3024"
"350131","350300","12","2688"
"491615","350099","11","2838"
"350124","350117","19","2138"
"350099","350072","20","3503"
"350085","350102","13","2863"
"350013","350020","21","4075"
"350004","350052","13","2835"
"350035","350019","20","229"
"350193","350223","8","77"
"350185","350014","3","3072"
"350068","350001","6","3445"
"576832","350058","18","1593"
"350173","350020","5","1256"
"350014","350196","11","2296"
"350136","350203","9","2609"
"350156","350163","6","876"
"350148","350156","16","1954"
"350112","350105","20","2992"
"350169","388018","14","1378"
"350182","350229","15","1618"
"350015","350249","19","1895"
"350081","350035","15","20"
"350115","350111","6","3430"
"350154","350130","7","779"
"388018","350378","18","2054"
"350126","350247","15","2360"
"350071","350154","21","3796"
"350044","350389","9","1113"
"350165","350256","19","3059"
"350032","350204","16","1267"
"350055","350116","19","1323"
"350060","350177","18","2175"
"350162","350194","13","2053"
"350111","350251","14","1093"
"350133","350323","8","604"
"350054","350050","20","1258"
"350058","350343","4","2119"
"350153","350076","3","905"
"350041","350227","13","1679"
"350192","350197","13","2877"
"350062","350237","14","3560"
"350113","350323","18","2381"
"489312","350236","19","1813"
"350042","350202","14","1551"
"350026","350218","20","389"
"350091","350240","16","1980"
"350195","350231","3","3066"
"350189","350210","14","1087"
"350080","350187","4","3386"
"350002","350303","15","828"
"350052","350173","1","1617"
"350105","350353","25","1946"
"350134","350230","8","955"
"350137","350014","11","1224"
"350119","350126","4","2728"
"350159","350163","1","1170"
"350033","350040","2","1097"
"350021","350130","8","2991"
"350076","350157","8","1023"
"350046","350182","16","3175"
"350184","350187","8","1654"
"464386","350109","5","1111"
"350147","350328","19","2842"
"350094","350105","8","1157"
"350028","350121","18","3596"
"350168","350175","5","2856"
"350102","350352","14","2307"
"350146","350156","12","3444"
"350187","350291","11","2976"
"350036","350216","6","527"
"350194","350127","12","1047"
"433648","350262","17","817"
"350038","350289","8","3217"
"350022","350168","8","2924"
"350018","350087","19","580"
"350160","350177","10","2004"
"350025","350290","3","1028"
"350084","350340","18","2984"
"350086","350156","1","457"
"350017","350007","3","3010"
"350110","350161","14","2369"
"397902","350108","19","1800"
"350143","350154","17","2069"
"350005","350064","19","1167"
"350108","350114","2","3082"
"350116","350004","11","3444"
"350138","350326","9","3436"
"350030","350036","12","3105"
"350072","350221","8","3413"
"350167","433648","26","4828"
"350109","350040","2","1081"
"350073","350075","13","722"
"350019","350330","6","463"
"350063","350007","14","1309"
"350098","350103","6","91"
"350011","350036","2","638"
"350120","350167","17","2284"
"350069","350163","16","1445"
"350186","350018","18","2644"
"350177","350368","12","549"
"350082","350220","4","3102"
"350172","350242","4","1309"
"350139","350238","1","1247"
"350074","350279","3","1054"
"350067","350259","6","3186"
"350107","350163","9","2677"
"350128","350133","19","2674"
"350089","350301","6","2211"
"350170","350346","20","1836"
"350027","350029","19","987"
"350198","350377","17","1502"
"350140","350083","6","823"
"350175","350177","12","228"
"350106","350194","18","2392"
"350040","350172","19","324"
"350131","350127","2","1211"
"491615","350395","11","3263"
"350124","350213","8","3439"
"350099","350318","16","3478"
"350085","350306","17","992"
"350013","350243","15","1350"
"350004","350010","2","1399"
"350035","350350","14","2065"
"350193","350200","26","1478"
"350185","350160","14","2295"
"350068","350097","9","288"
"576832","350112","2","3068"
"350173","350116","14","3307"
"350014","350154","17","822"
"350136","350330","4","911"
"350156","350164","24","3245"
"350148","350210","10","2198"
"350112","350382","8","3259"
"350182","350238","1","768"
"350015","350252","16","3412"
"350115","350123","4","1925"
"350154","350145","8","607"
"388018","350205","14","2271"
"350126","350248","19","1740"
"350071","350250","16","2691"
"350044","350394","8","2977"
"350165","350029","10","493"
"350032","350212","1","1470"
"350055","350039","8","1396"
"350060","350323","16","1080"
"350162","350021","2","3474"
"350111","350036","2","1122"
"350133","350337","7","402"
"350054","350008","7","353"
"350058","350116","14","2925"
"350153","350322","8","605"
"350041","350054","9","750"
"350192","650417","10","3507"
"350062","350064","19","3596"
"350113","350185","3","3375"
"489312","350201","2","1957"
"350042","350205","3","3075"
"350026","350249","2","611"
"350091","350243","4","2341"
"350195","350233","12","2991"
"350189","350214","4","3543"
"350080","350337","19","1220"
"350002","350309","12","522"
"350052","350269","3","1804"
"350105","350130","14","1637"
"350134","350142","9","1878"
"350137","350302","8","2064"
"350119","350007","28","5765"
"350159","350171","1","862"
"350033","350309","18","2277"
"350021","350053","5","922"
"350076","350159","1","1142"
"350046","350183","12","2349"
"350184","350206","17","5002"
"464386","350259","6","1330"
"350147","350143","18","4213"
"350094","350251","18","42"
"350028","350098","14","3021"
"350168","350044","7","685"
"350102","350287","3","2669"
"350146","350157","4","1213"
"350187","350095","12","4752"
"350036","350220","10","2743"
"350194","350181","12","2288"
"433648","350185","11","367"
"350038","350020","7","2857"
"350022","350176","7","2330"
"350018","350141","12","2409"
"350160","350193","13","3452"
"350025","350309","19","1074"
"350084","350394","5","3565"
"350086","350079","8","2449"
"350017","350103","15","2337"
"350110","350162","12","1837"
"397902","350114","6","396"
"350143","350155","18","957"
"350005","350310","9","2100"
"350108","350168","13","3116"
"350116","350377","14","1595"
"350138","350249","17","3502"
"350030","350259","14","1195"
"350072","350222","10","929"
"350167","350159","3","214"
"350109","350382","19","1068"
"350073","350275","17","1505"
"350019","350111","8","1117"
"350063","350061","14","252"
"350098","350188","9","2765"
"350011","350282","18","1584"
"350120","350169","17","3185"
"350069","350259","15","1220"
"350186","350030","6","2309"
"350177","350172","13","305"
"350082","350227","20","2960"
"350172","350104","28","1952"
"350139","350244","16","980"
"350074","350288","18","4787"
"350067","350074","6","1229"
"350107","350121","22","5353"
"350128","350118","14","1082"
"350089","350086","16","904"
"350170","350108","20","550"
"350027","350317","9","1475"
"350198","350396","16","2777"
"350140","350137","7","1198"
"350175","350250","4","3442"
"350106","350290","1","451"
"350040","350173","1","1081"
"350131","350085","14","2542"
"491615","350030","6","1404"
"350124","350125","7","2673"
"350099","350103","4","3005"
"350085","350079","1","1460"
"350013","350105","6","3289"
"350004","350233","3","2802"
"350035","350165","9","2014"
"350193","350219","6","1803"
"350185","350191","2","120"
"350068","350289","10","1809"
"576832","350208","12","1004"
"350173","350170","16","2077"
"350014","350250","8","2192"
"350136","350103","24","2949"
"350156","350165","9","1505"
"350148","350141","11","6577"
"350112","350336","12","3372"
"350182","350243","4","1442"
"350015","350256","4","3407"
"350115","350161","11","5103"
"350154","350146","4","2865"
"388018","350397","5","772"
"350126","350252","14","2298"
"350071","350400","5","1951"
"350044","650417","3","3387"
"350165","350083","17","1411"
"350032","350219","7","2237"
"350055","350208","15","2153"
"350060","350373","4","1129"
"350162","350117","13","3116"
"350111","350109","19","312"
"350133","350369","15","3321"
"350054","350254","10","1287"
"350058","350308","6","1102"
"350153","350149","4","2588"
"350041","350254","15","1912"
"350192","350235","5","2936"
"350062","350118","8","506"
"350113","350377","7","3424"
"489312","350309","9","1390"
"350042","350206","11","2745"
"350026","350130","19","3201"
"350091","350244","2","1321"
"350195","350238","13","2797"
"350189","350217","13","131"
"350080","350068","17","463"
"350002","350320","20","2172"
"350052","350365","13","2126"
"350134","350127","16","1886"
"350137","350398","19","3244"
"350119","350230","14","586"
"350159","350267","11","2043"
"350033","350071","2","487"
"350021","350395","19","2342"
"350076","350163","14","2295"
"350046","350189","7","3244"
"350184","350398","9","1239"
"464386","350086","4","2089"
"350147","350155","13","1216"
"350094","350024","19","1672"
"350028","350206","2","1843"
"350168","350267","8","221"
"350102","350156","9","176"
"350146","350158","20","5228"
"350036","350225","6","1776"
"350194","350200","2","1111"
"433648","350066","8","1742"
"350038","350308","18","1123"
"350022","350179","2","1048"
"350018","350022","6","3386"
"350160","350195","11","3462"
"350025","350394","19","3093"
"350084","350029","16","2127"
"350086","350037","36","744"
"350017","350230","13","645"
"350110","350187","18","2766"
"397902","350117","2","2680"
"350143","350156","23","1257"
"350005","350137","19","2359"
"350108","350122","13","436"
"350116","350300","2","825"
"350138","350130","17","431"
"350030","357758","18","464"
"350072","350228","18","2932"
"350167","350013","6","3279"
"350109","350005","1","2453"
"350073","350102","14","2820"
"350019","350207","19","1757"
"350063","350134","8","2155"
"350098","350088","11","2729"
"350011","350205","7","2827"
"350120","350177","3","95"
"350069","350063","13","1289"
"350186","350049","16","2670"
"350177","350268","6","1425"
"350082","350233","10","2339"
"350172","350296","17","3486"
"350139","350245","9","556"
"350074","350291","13","570"
"350067","350332","13","1685"
"350107","350367","7","2470"
"350089","350278","5","2910"
"350170","350181","8","4999"
"350027","350371","12","2051"
"350198","350277","10","2745"
"350140","350018","11","2251"
"350175","350304","20","172"
"350106","350102","3","2930"
"350040","350181","2","3397"
"350131","350181","18","2998"
"491615","350234","19","375"
"350124","350398","19","2868"
"350099","350230","10","2845"
"350085","350325","11","2968"
"350013","350124","1","1726"
"350004","350360","1","931"
"350035","350123","16","496"
"350193","350081","9","2"
"350185","350072","6","3194"
"350068","350074","11","1446"
"576832","350400","1","2660"
"350173","350266","15","1204"
"350014","350208","16","1461"
"350136","350038","6","317"
"350156","350166","16","2540"
"350148","350149","16","2375"
"350112","350109","11","460"
"350182","350251","11","495"
"350015","350259","5","798"
"350115","350119","14","972"
"350154","350147","14","3052"
"388018","350032","12","467"
"350126","350253","17","871"
"350071","350358","17","3178"
"350093","350175","12","2532"
"350165","350133","17","1422"
"350032","350233","12","2341"
"350055","350358","15","2684"
"350060","350400","1","354"
"350162","350267","8","3327"
"350111","350374","10","2555"
"350132","350033","3","3026"
"350054","350327","5","549"
"350058","350243","3","1455"
"350153","350072","23","2560"
"350041","350327","2","289"
"350192","350193","4","743"
"350062","350322","1","1081"
"350113","350012","8","2442"
"489312","350082","9","1038"
"350042","350218","14","641"
"350026","350322","18","2930"
"350091","350251","11","1720"
"350195","350283","5","3443"
"350189","350226","20","2740"
"350080","350087","2","1008"
"350002","350331","20","2421"
"350052","350054","3","12"
"350134","350200","10","1601"
"350137","350310","20","143"
"350119","350057","11","3071"
"350159","350148","7","1469"
"350033","350048","4","2211"
"350021","350353","22","3298"
"350076","350169","9","2793"
"350046","350193","19","1332"
"350184","350068","11","658"
"464386","350332","12","2745"
"350147","350251","18","3376"
"350094","350078","10","1062"
"350028","350398","18","2966"
"350168","350094","20","2822"
"350102","350283","22","3310"
"350146","350164","3","286"
"350036","350232","1","2847"
"350194","350254","11","1930"
"433648","350331","22","981"
"350038","350039","5","753"
"350022","350185","2","379"
"350018","350118","15","2568"
"350160","350209","33","3409"
"350025","350017","11","229"
"350084","350083","3","866"
"350086","350091","9","2932"
"350017","350326","8","1932"
"350110","350201","8","3035"
"397902","350118","3","1452"
"350143","350157","6","2630"
"350005","350287","8","419"
"350108","350099","2","644"
"350116","350085","18","5391"
"350138","350280","14","2378"
"350030","350140","16","26"
"350072","350231","5","1041"
"350167","350163","13","2740"
"350109","350059","9","2176"
"350073","350348","15","495"
"350019","464386","3","3560"
"350063","350057","23","4269"
"350098","350107","20","644"
"350011","350163","16","3043"
"350120","350186","3","2305"
"350069","350363","3","1385"
"350186","350241","10","81"
"350177","350107","4","3538"
"350082","350234","2","938"
"350172","350392","12","2192"
"350139","350247","10","3382"
"350074","350292","12","1659"
"350067","433648","12","2994"
"350107","350044","6","2819"
"350089","350332","20","3201"
"350170","350158","30","2184"
"350027","350060","2","671"
"350198","350050","10","2745"
"350140","350210","10","291"
"350175","350262","4","3589"
"350106","350002","16","1563"
"350040","350182","24","4259"
"350131","350277","13","3326"
"491615","350103","17","3517"
"350124","350129","3","3364"
"350099","350249","2","1093"
"350085","350014","6","3196"
"350013","350370","15","3354"
"350004","350037","18","2821"
"350035","350058","1","39"
"350193","350177","11","1498"
"350185","350122","3","596"
"350068","350128","13","1014"
"576832","350354","19","757"
"350173","350166","10","773"
"350014","350304","1","1168"
"350136","350215","10","155"
"350156","350167","48","2921"
"350148","350341","18","2830"
"350112","350386","19","1147"
"350182","350257","7","853"
"350015","350261","11","2264"
"350115","350246","18","955"
"350154","350148","16","3146"
"388018","350182","19","2286"
"350126","350254","9","315"
"350071","350323","14","2278"
"350093","491615","26","1685"
"350165","350206","11","3350"
"350032","350238","3","875"
"350055","350120","34","4505"
"350060","350035","10","4693"
"350162","350217","11","1674"
"350111","350063","24","6374"
"350132","350129","18","2148"
"350054","350189","16","722"
"350058","350393","11","1443"
"350153","350168","26","3166"
"350041","350112","4","2608"
"350192","350147","1","1005"
"350062","350149","3","16"
"350113","350108","8","524"
"489312","350136","10","2350"
"350042","350228","2","812"
"350026","350184","11","1748"
"350091","350253","4","1990"
"350195","350289","20","2204"
"350189","350238","5","2517"
"350080","350045","3","2677"
"350002","350349","19","1686"
"350052","350146","1","164"
"350134","350123","10","224"
"350137","350360","14","566"
"350119","350111","15","78"
"350159","350167","1","2808"
"350021","350180","19","2332"
"350076","350170","3","829"
"350046","350197","12","3495"
"350184","350033","12","3313"
"464386","350194","20","466"
"350147","350174","2","2082"
"350094","350132","6","961"
"350028","350033","2","833"
"350168","350148","15","270"
"350102","350141","14","564"
"350146","350168","14","454"
"350036","350235","19","325"
"350194","350081","15","2462"
"433648","350343","11","1499"
"350038","350051","3","1945"
"350022","350206","8","1542"
"350018","350364","17","247"
"350160","350220","1","2579"
"350025","350071","19","342"
"350084","350048","11","161"
"350086","350283","1","265"
"350017","350057","2","2884"
"350110","350214","3","2949"
"397902","350120","4","459"
"350143","350158","19","3330"
"350005","350264","7","3580"
"350108","350153","18","2185"
"350116","350308","16","1566"
"350138","350030","32","3725"
"350030","350021","20","4100"
"350072","350233","10","1418"
"350167","350194","1","2038"
"350109","350113","1","3230"
"350073","350175","7","1098"
"350019","350219","3","2605"
"350063","350357","8","1827"
"350098","350192","5","3127"
"350011","350009","6","1244"
"350120","350188","10","116"
"350069","350286","9","1245"
"350186","350122","2","1789"
"350177","350126","20","101"
"350082","350243","5","63"
"350172","350177","7","2521"
"350139","350252","8","1588"
"350074","350298","20","2950"
"350067","350232","16","3263"
"350107","350248","16","1908"
"350089","350009","5","1101"
"350170","350039","17","748"
"350027","350025","17","1637"
"350198","350104","8","168"
"350140","350110","16","3011"
"350175","350185","14","3146"
"350106","350225","3","640"
"350040","350186","8","676"
"350131","350008","4","592"
"491615","350038","12","3101"
"350124","350283","1","2274"
"350099","350111","36","596"
"350085","350398","8","3020"
"350013","350005","11","1596"
"350004","350091","10","533"
"350035","350250","7","1867"
"350193","350273","14","2159"
"350185","350368","11","2457"
"350068","350201","14","1043"
"576832","350139","4","97"
"350173","350370","12","2225"
"350014","350400","20","1563"
"350136","350138","19","1157"
"350156","350175","16","1257"
"350112","350021","15","522"
"350182","350262","10","1659"
"350015","350262","14","710"
"350115","350300","11","1841"
"350154","350149","14","2144"
"388018","350278","12","1735"
"350126","350256","10","677"
"350071","350108","11","1694"
"350093","350098","11","1753"
"350165","350356","17","2577"
"350032","350250","7","2838"
"350055","350216","17","4236"
"350060","350131","12","3486"
"350162","350398","2","2908"
"350111","350117","12","2949"
"350132","350321","9","2586"
"350054","350185","13","369"
"350153","350222","3","3397"
"350041","350035","9","3012"
"350192","350201","2","1546"
"350062","397902","18","1634"
"350113","350085","6","862"
"489312","350209","12","791"
"350042","350239","8","2177"
"350026","350203","4","3451"
"350091","350289","13","2353"
"350195","350293","4","2242"
"350189","350242","7","2307"
"350080","350118","20","3705"
"350002","350360","3","1747"
"350052","350200","10","433"
"350134","350081","1","2237"
"350137","350260","2","541"
"350119","350399","8","1759"
"350159","350102","20","1432"
"350021","350061","41","9455"
"350076","350174","8","874"
"350046","350203","19","1656"
"350184","350279","4","2754"
"464386","350232","18","2170"
"350147","350036","1","1974"
"350094","350282","9","3531"
"350028","350329","5","3490"
"350168","350202","12","1489"
"350102","350099","20","1530"
"350146","350170","12","1246"
"350036","350236","15","3020"
"350194","350285","5","2164"
"433648","350266","12","2682"
"350038","350243","1","853"
"350022","350216","10","1476"
"350018","350287","1","2778"
"350160","350230","9","3561"
"350025","350029","4","876"
"350084","350306","25","7275"
"350086","350014","2","2214"
"350017","350249","13","1553"
"350110","350219","10","3353"
"397902","350127","6","1640"
"350143","350179","14","142"
"350005","350241","6","3135"
"350116","350081","18","3793"
"350138","350288","8","2684"
"350030","350363","14","176"
"350072","350235","3","488"
"350167","350290","1","598"
"350109","350282","14","2673"
"350073","350106","17","2829"
"350019","350034","6","1125"
"350063","350234","20","2669"
"350098","350288","18","3372"
"350011","350017","3","325"
"350120","350192","4","870"
"350069","350382","22","3358"
"350186","350314","20","1722"
"350177","350318","2","1980"
"350082","350244","6","2522"
"350172","350273","9","2300"
"350139","350258","16","2458"
"350074","350300","11","262"
"350067","350059","4","1654"
"350107","350221","15","2350"
"350089","350105","14","2154"
"350170","350166","24","2091"
"350027","350133","20","2513"
"350198","350081","11","744"
"350140","350068","19","1563"
"350175","350354","17","1615"
"350106","350298","20","1632"
"350040","350190","4","594"
"350131","350062","6","981"
"491615","350230","8","3499"
"350124","350206","18","1141"
"350099","350303","11","6120"
"350085","350087","22","3771"
"350013","350389","6","4755"
"350004","350187","6","3558"
"350035","350150","19","2404"
"350193","350058","2","1447"
"350185","350099","1","3014"
"350068","350082","17","1735"
"576832","350254","13","1290"
"350173","350174","6","736"
"350014","350131","3","2264"
"350136","350061","5","2065"
"350156","350180","13","999"
"350112","350117","8","2372"
"350182","350264","19","78"
"350015","350264","27","1645"
"350115","350169","6","3222"
"350154","350150","7","1653"
"388018","350105","6","520"
"350126","350258","18","3107"
"350071","350066","12","162"
"350093","350248","18","3239"
"350165","350033","15","3376"
"350032","350257","17","678"
"350055","350370","2","3570"
"350162","350375","8","1332"
"350111","350309","11","564"
"350132","388018","11","251"
"350054","350066","5","3544"
"350153","350241","13","3398"
"350041","350185","4","3139"
"350192","350393","17","1166"
"350062","350276","3","2449"
"350113","350331","16","2971"
"489312","350305","10","1041"
"350042","350245","16","2769"
"350026","350361","1","3134"
"350091","350291","2","1089"
"350195","350295","7","1803"
"350189","350244","12","1315"
"350080","350072","16","6154"
"350002","350365","17","994"
"350052","350027","15","1409"
"350134","350119","20","5070"
"350137","350368","3","3371"
"350119","350034","22","2320"
"350159","350152","15","3145"
"350021","350080","37","1558"
"350076","350189","20","3030"
"350046","350206","19","4249"
"350184","388018","19","3145"
"464386","350094","27","4908"
"350147","350247","17","3475"
"350094","350205","5","2805"
"350028","350252","5","3306"
"350168","350394","4","3444"
"350102","350364","12","2642"
"350146","350171","19","1424"
"350036","350243","8","72"
"350194","350208","4","692"
"350038","350143","13","3207"
"350022","350226","17","1571"
"350018","350341","10","1292"
"350160","350235","5","2188"
"350025","350275","15","1739"
"350084","350079","26","3522"
"350086","350302","9","1241"
"350017","350207","2","1293"
"350110","350233","8","3106"
"397902","350132","12","2485"
"350143","350186","20","5664"
"350005","489312","1","3118"
"350116","350039","16","68"
"350138","350061","13","2102"
"350030","350071","6","1069"
"350072","350242","3","3437"
"350167","350171","4","2413"
"350109","350313","13","3242"
"350073","350160","16","3061"
"350019","350119","7","2861"
"350063","350019","11","2542"
"350098","350384","4","134"
"350011","350390","17","3062"
"350120","350198","24","3233"
"350069","350017","28","3392"
"350186","350368","6","2258"
"350177","350180","10","899"
"350082","350247","16","3024"
"350172","350346","4","1419"
